id,produto,marca,avaliacao,preco
2736,Laptop,LG,3.6,1446.4
2737,Tablet,Apple,1.2,270.8
2738,Headphone,Sony,4.2,1063.14
2739,Headphone,Dell,1.3,1110.52
2740,Headphone,Sony,1.5,1055.3
2741,Camera,Samsung,2.9,1742.33
2742,Smartwatch,Lenovo,3.1,1441.51
2743,Smartwatch,LG,1.9,976.61
2744,Smartphone,Samsung,4.3,1945.1
2745,Monitor,HP,4.1,1017.09
2746,Smartwatch,Samsung,2.2,659.14
2747,Monitor,Lenovo,4.1,1456.25
2748,Monitor,Dell,1.2,1161.56
2749,Smartphone,Asus,3.2,1441.09
2750,Smartphone,Sony,1.0,589.77
2751,Tablet,LG,4.4,84.47
2752,Printer,Dell,3.8,1954.87
2753,Smartphone,Lenovo,4.1,470.3
2754,Smartphone,Dell,3.3,306.41
2755,Tablet,HP,2.1,1953.2
2756,Camera,Samsung,4.9,701.48
2757,Monitor,Dell,4.7,1437.69
2758,Laptop,LG,1.1,1617.59
2759,Headphone,HP,4.7,1532.22
2760,Headphone,Dell,2.2,958.4
2761,Smartwatch,Asus,3.8,1652.57
2762,Smartwatch,HP,3.2,714.67
2763,Headphone,Samsung,2.5,1758.07
2764,Smartphone,Samsung,3.7,1179.7
2765,Smartwatch,Dell,3.8,1791.29
2766,Laptop,HP,4.0,543.96
2767,Smartwatch,LG,3.6,463.81
2768,Smartphone,Lenovo,3.7,896.99
2769,Monitor,Sony,1.2,1650.56
2770,Camera,LG,4.2,278.38
2771,Tablet,Samsung,1.2,1712.97
2772,Monitor,Apple,2.3,540.17
2773,Tablet,Lenovo,3.4,165.84
2774,Laptop,Sony,3.0,1851.51
2775,Camera,Sony,2.7,761.94
2776,Laptop,HP,2.4,1962.28
2777,Smartphone,Samsung,4.0,1823.22
2778,Smartphone,Asus,3.0,820.46
2779,Smartphone,Lenovo,3.3,1856.83
2780,Monitor,LG,3.3,1566.95
2781,Smartphone,Sony,3.4,808.41
2782,Smartphone,Apple,3.2,1787.88
2783,Laptop,Apple,1.2,1547.93
2784,Camera,Dell,3.6,1103.5
2785,Smartwatch,HP,3.6,1665.64
2786,Smartphone,Samsung,3.3,1582.57
2787,Camera,LG,3.0,600.09
2788,Smartwatch,Samsung,3.5,410.07
2789,Monitor,Lenovo,4.7,1078.67
2790,Printer,Sony,2.7,1578.18
2791,Camera,Sony,2.5,1512.17
2792,Laptop,Dell,2.4,1202.16
2793,Printer,HP,2.7,1479.36
2794,Tablet,Samsung,2.4,1395.59
2795,Monitor,LG,2.7,1745.84
2796,Printer,LG,1.3,1653.23
2797,Monitor,Asus,4.1,1887.37
2798,Camera,LG,3.6,1669.94
2799,Laptop,Lenovo,2.8,1271.16
2800,Camera,LG,2.6,1668.4
2801,Monitor,LG,2.8,714.82
2802,Printer,HP,4.0,1391.39
2803,Smartphone,Dell,4.6,434.78
2804,Camera,Samsung,3.2,219.29
2805,Camera,Dell,3.2,1222.78
2806,Camera,LG,1.0,72.95
2807,Tablet,Dell,1.1,257.24
2808,Smartphone,HP,1.8,297.11
2809,Laptop,HP,2.2,1528.41
2810,Tablet,Lenovo,4.3,262.23
2811,Tablet,Sony,2.3,1779.63
2812,Laptop,Dell,4.8,444.78
2813,Camera,Samsung,2.6,1749.32
2814,Headphone,Dell,1.6,1143.51
2815,Tablet,HP,2.2,1349.0
2816,Headphone,Sony,2.2,1541.22
2817,Smartphone,Samsung,2.6,668.77
2818,Laptop,Samsung,4.1,1345.1
2819,Monitor,LG,2.0,1173.33
2820,Smartwatch,Asus,2.3,1933.38
2821,Tablet,HP,1.8,1640.91
2822,Tablet,Dell,3.5,835.83
2823,Smartphone,Sony,2.9,1928.09
2824,Printer,Dell,2.2,1805.91
2825,Printer,Dell,4.9,1850.83
2826,Headphone,Apple,1.7,920.47
2827,Camera,Asus,3.0,1413.25
2828,Tablet,Sony,4.0,927.06
2829,Printer,Lenovo,3.8,1846.54
2830,Printer,LG,1.5,1089.59
2831,Headphone,Sony,3.9,496.77
2832,Laptop,Apple,4.6,1582.29
2833,Printer,HP,4.4,1589.28
2834,Camera,Lenovo,2.3,400.43
2835,Headphone,Apple,2.1,734.01
2836,Smartphone,Lenovo,2.0,1597.55
2837,Headphone,Lenovo,2.9,904.27
2838,Smartphone,LG,4.3,594.25
2839,Camera,Asus,2.8,1908.23
2840,Monitor,Sony,1.0,816.52
2841,Smartphone,Asus,3.7,658.84
2842,Camera,HP,2.8,405.16
2843,Smartwatch,Sony,3.4,1248.85
2844,Laptop,Lenovo,1.8,1084.12
2845,Tablet,Samsung,2.3,206.41
2846,Tablet,Apple,3.9,1998.72
2847,Monitor,Samsung,1.8,556.77
2848,Printer,Sony,4.8,978.12
2849,Camera,Asus,4.0,1261.14
2850,Smartphone,Dell,3.9,1057.98
2851,Printer,Asus,4.7,1293.73
2852,Headphone,HP,4.3,728.37
2853,Smartphone,Sony,4.3,1548.73
2854,Tablet,HP,3.4,245.76
2855,Laptop,Dell,2.8,1820.87
2856,Tablet,Sony,2.3,1886.15
2857,Laptop,Asus,3.9,1490.94
2858,Monitor,LG,4.9,608.81
2859,Laptop,Apple,1.6,225.07
2860,Smartwatch,Asus,1.3,1713.02
2861,Headphone,Asus,2.8,1398.59
2862,Camera,Sony,3.0,1422.47
2863,Tablet,HP,1.5,1879.31
2864,Monitor,LG,2.8,1504.01
2865,Smartphone,Samsung,1.6,330.57
2866,Printer,LG,3.3,950.84
2867,Printer,Apple,3.1,1834.72
2868,Tablet,Lenovo,3.3,261.05
2869,Tablet,Dell,3.9,55.6
2870,Laptop,Samsung,4.5,434.65
2871,Printer,Sony,2.0,1881.49
2872,Monitor,Dell,1.4,1352.54
2873,Monitor,Dell,2.2,70.28
2874,Tablet,Lenovo,4.5,885.61
2875,Smartphone,Sony,1.6,90.5
2876,Monitor,Dell,3.0,343.03
2877,Smartwatch,Samsung,4.5,1099.0
2878,Headphone,Lenovo,1.9,664.84
2879,Smartwatch,Lenovo,1.9,1973.37
2880,Headphone,Apple,4.4,777.36
2881,Printer,HP,1.5,451.13
2882,Monitor,LG,3.9,1096.47
2883,Headphone,Sony,3.0,1410.59
2884,Laptop,Dell,2.7,323.74
2885,Camera,LG,4.6,1577.64
2886,Monitor,Asus,4.2,396.59
2887,Headphone,Asus,4.6,1067.8
2888,Smartphone,Sony,3.7,1747.15
2889,Camera,Lenovo,3.5,1495.61
2890,Smartwatch,Lenovo,1.7,326.91
2891,Laptop,Asus,1.3,478.23
2892,Printer,Dell,3.8,218.75
2893,Laptop,HP,4.4,992.82
2894,Tablet,LG,5.0,526.44
2895,Camera,Asus,2.2,977.66
2896,Headphone,Apple,2.4,1237.69
2897,Tablet,Dell,3.6,495.83
2898,Tablet,Asus,2.6,899.47
2899,Tablet,LG,4.6,938.8
2900,Laptop,Samsung,4.7,1772.41
2901,Printer,Sony,3.0,640.51
2902,Smartphone,Lenovo,5.0,927.11
2903,Printer,Dell,2.8,63.76
2904,Smartwatch,Apple,2.8,1730.84
2905,Headphone,Asus,3.0,1568.64
2906,Camera,Sony,3.2,793.65
2907,Smartwatch,Dell,1.4,1522.11
2908,Headphone,Lenovo,3.1,1195.98
2909,Laptop,Dell,2.8,1196.37
2910,Smartwatch,Sony,4.9,534.06
2911,Monitor,Sony,3.6,1360.92
2912,Printer,Lenovo,1.7,1267.28
2913,Tablet,HP,1.7,1714.07
2914,Printer,Dell,4.3,328.63
2915,Smartwatch,Asus,1.8,68.2
2916,Headphone,LG,1.2,1281.66
2917,Tablet,Sony,2.0,769.67
2918,Headphone,Asus,3.5,872.01
2919,Printer,LG,4.4,634.42
2920,Smartphone,Sony,1.5,1134.26
2921,Camera,Lenovo,3.7,1225.64
2922,Smartphone,LG,2.1,1176.23
2923,Printer,HP,3.6,682.55
2924,Smartphone,Dell,4.2,607.83
2925,Smartphone,Dell,4.9,1098.63
2926,Laptop,Dell,3.3,1977.32
2927,Headphone,HP,3.7,234.63
2928,Monitor,Lenovo,3.8,111.99
2929,Monitor,Apple,4.8,885.32
2930,Headphone,Sony,4.9,1767.56
2931,Headphone,Lenovo,2.0,1930.85
2932,Camera,LG,1.2,60.26
2933,Monitor,Lenovo,4.2,521.92
2934,Tablet,Lenovo,1.5,555.36
2935,Monitor,Apple,3.2,1728.9
2936,Monitor,HP,1.9,1267.84
2937,Monitor,Asus,4.0,1406.3
2938,Smartphone,HP,3.7,1973.22
2939,Camera,Apple,2.7,616.62
2940,Tablet,LG,2.7,1242.4
2941,Monitor,Asus,1.2,583.57
2942,Camera,Asus,4.2,794.62
2943,Smartphone,HP,1.8,1352.43
2944,Camera,Dell,2.1,1772.13
2945,Printer,LG,2.8,756.16
2946,Smartphone,Sony,1.5,1628.61
2947,Headphone,Sony,3.0,565.76
2948,Laptop,LG,1.1,849.92
2949,Laptop,Lenovo,4.5,585.08
2950,Smartphone,Asus,2.5,1697.57
2951,Headphone,HP,3.9,428.53
2952,Laptop,Lenovo,4.4,1831.8
2953,Camera,Lenovo,3.9,1246.08
2954,Tablet,Asus,4.2,1980.42
2955,Smartphone,Sony,4.6,311.03
2956,Camera,LG,4.0,901.73
2957,Monitor,HP,2.7,955.59
2958,Smartwatch,Sony,1.8,118.57
2959,Smartwatch,HP,3.1,315.77
2960,Camera,Sony,4.2,1649.62
2961,Printer,Samsung,3.4,1608.23
2962,Headphone,Dell,4.1,1449.93
2963,Camera,Apple,2.1,410.32
2964,Camera,Asus,4.0,469.57
2965,Monitor,Samsung,4.5,1063.08
2966,Laptop,Asus,1.2,1433.87
2967,Printer,Asus,1.8,1445.24
2968,Camera,Samsung,1.8,826.75
2969,Camera,Dell,4.8,1356.75
2970,Monitor,Samsung,2.1,696.67
2971,Smartphone,Dell,3.2,522.95
2972,Camera,Apple,2.0,1162.8
2973,Headphone,Asus,2.8,1531.5
2974,Tablet,LG,4.5,396.21
2975,Smartwatch,LG,3.7,1120.49
2976,Laptop,Sony,1.1,574.72
2977,Laptop,LG,4.9,1909.15
2978,Smartwatch,Asus,4.7,220.87
2979,Tablet,Sony,1.3,611.76
2980,Monitor,Lenovo,1.1,1127.79
2981,Camera,Lenovo,2.2,231.63
2982,Printer,Sony,2.6,1401.46
2983,Laptop,Samsung,2.0,1263.47
2984,Camera,Samsung,4.6,1085.96
2985,Printer,LG,1.1,725.45
2986,Laptop,Samsung,4.3,1646.25
2987,Printer,LG,3.4,1603.8
2988,Headphone,HP,3.7,605.81
2989,Monitor,Sony,3.6,1033.19
2990,Printer,HP,1.7,1013.41
2991,Laptop,Asus,4.5,132.82
2992,Smartphone,Lenovo,2.4,1938.18
2993,Smartphone,Lenovo,3.9,1440.25
2994,Printer,Dell,2.5,697.86
2995,Monitor,Dell,3.1,1195.55
2996,Tablet,Apple,4.8,1885.87
2997,Camera,Dell,3.1,796.12
2998,Smartwatch,HP,1.8,1507.29
2999,Smartphone,Lenovo,1.9,148.1
3000,Headphone,Samsung,4.0,286.08
3001,Tablet,Apple,4.3,1514.71
3002,Camera,Samsung,2.0,344.33
3003,Tablet,LG,2.6,739.78
3004,Smartphone,Apple,3.0,117.88
3005,Smartphone,Apple,3.1,276.24
3006,Headphone,Asus,4.2,74.2
3007,Printer,Asus,4.0,1810.74
3008,Headphone,LG,3.9,1237.39
3009,Smartwatch,Sony,4.7,1783.11
3010,Headphone,Sony,1.2,1551.04
3011,Tablet,Apple,3.3,411.5
3012,Laptop,Asus,2.4,1166.72
3013,Monitor,Apple,2.8,1690.92
3014,Smartwatch,Apple,3.8,1656.28
3015,Tablet,Apple,1.9,318.25
3016,Smartphone,Dell,2.1,727.36
3017,Laptop,HP,3.9,90.1
3018,Monitor,LG,1.5,403.11
3019,Monitor,Dell,3.8,85.3
3020,Smartwatch,Lenovo,2.7,650.13
3021,Tablet,Lenovo,3.0,1521.15
3022,Headphone,HP,4.9,845.74
3023,Camera,Asus,1.9,334.16
3024,Printer,Sony,4.7,639.12
3025,Headphone,HP,4.5,748.0
3026,Smartwatch,Samsung,4.5,1190.77
3027,Tablet,Apple,4.0,1057.05
3028,Tablet,Dell,2.1,470.9
3029,Smartphone,Sony,1.6,1068.83
3030,Smartphone,LG,3.4,1521.14
3031,Monitor,HP,2.9,1048.43
3032,Tablet,HP,3.6,1267.69
3033,Laptop,Lenovo,4.6,902.88
3034,Camera,LG,1.6,1494.11
3035,Laptop,Lenovo,2.4,312.93
3036,Tablet,Lenovo,4.2,1251.86
3037,Tablet,LG,4.0,754.59
3038,Camera,HP,3.3,328.84
3039,Tablet,Dell,2.2,769.97
3040,Headphone,Samsung,2.9,1095.6
3041,Headphone,HP,3.1,195.13
3042,Headphone,Dell,1.2,859.96
3043,Tablet,Dell,3.3,1451.6
3044,Smartphone,Apple,4.1,1061.19
3045,Laptop,Apple,3.9,902.9
3046,Smartwatch,LG,3.7,215.01
3047,Printer,Asus,4.5,270.11
3048,Laptop,Samsung,3.0,53.2
3049,Printer,Asus,2.0,615.27
3050,Smartwatch,Dell,3.1,1397.74
3051,Tablet,LG,2.8,1835.01
3052,Tablet,HP,4.1,1126.57
3053,Smartphone,Dell,2.5,1030.4
3054,Tablet,Sony,4.7,1081.0
3055,Camera,Apple,3.7,506.46
3056,Monitor,Apple,4.4,1011.38
3057,Monitor,Apple,1.5,1957.84
3058,Monitor,Samsung,4.9,1113.72
3059,Headphone,HP,2.3,1187.78
3060,Printer,Lenovo,3.2,584.55
3061,Tablet,LG,4.9,1193.8
3062,Printer,Asus,2.3,270.89
3063,Smartwatch,HP,2.1,867.03
3064,Smartphone,Apple,1.8,901.23
3065,Laptop,Lenovo,2.9,462.21
3066,Tablet,Asus,1.5,1780.66
3067,Headphone,Sony,4.7,366.15
3068,Headphone,Samsung,3.2,1364.13
3069,Tablet,Dell,3.8,614.63
3070,Camera,Lenovo,2.3,1346.25
3071,Monitor,Lenovo,3.4,736.32
3072,Tablet,Lenovo,1.3,1855.08
3073,Monitor,Apple,1.1,881.7
3074,Camera,LG,3.1,1335.72
3075,Monitor,Sony,4.9,1398.48
3076,Tablet,HP,3.6,1095.27
3077,Tablet,Apple,1.6,408.26
3078,Tablet,Apple,1.7,1399.01
3079,Camera,Lenovo,1.3,75.26
3080,Monitor,LG,5.0,201.32
3081,Smartwatch,LG,2.8,437.17
3082,Monitor,Samsung,1.2,536.43
3083,Smartphone,HP,2.9,1743.78
3084,Headphone,Lenovo,3.9,1500.52
3085,Smartwatch,Dell,1.6,506.53
3086,Printer,Lenovo,4.0,440.0
3087,Smartwatch,Dell,2.9,802.73
3088,Smartwatch,Sony,3.5,1976.49
3089,Monitor,Samsung,2.7,1116.84
3090,Tablet,Apple,2.7,682.51
3091,Printer,HP,4.9,1700.57
3092,Smartphone,HP,2.3,1600.55
3093,Monitor,Lenovo,1.2,1899.36
3094,Smartwatch,HP,3.0,1727.98
3095,Smartwatch,Dell,2.4,684.35
3096,Camera,Samsung,3.7,565.17
3097,Camera,HP,1.8,246.45
3098,Headphone,LG,3.5,1813.24
3099,Tablet,Apple,1.8,1018.91
3100,Smartwatch,Asus,4.9,941.29
3101,Tablet,HP,3.0,1547.65
3102,Tablet,Dell,3.0,1012.41
3103,Monitor,Samsung,2.8,1317.89
3104,Tablet,LG,2.3,1475.48
3105,Camera,Sony,1.8,1702.74
3106,Tablet,HP,4.8,322.63
3107,Smartwatch,Dell,3.3,1081.48
3108,Smartphone,Dell,2.1,1201.5
3109,Camera,Dell,3.7,1653.38
3110,Laptop,Samsung,3.2,1502.96
3111,Camera,Asus,4.9,347.32
3112,Printer,Samsung,3.2,1716.55
3113,Smartwatch,LG,3.2,495.44
3114,Headphone,Dell,4.8,1536.28
3115,Smartwatch,Sony,4.8,480.86
3116,Smartphone,Samsung,1.8,1577.0
3117,Monitor,LG,4.1,228.88
3118,Laptop,Lenovo,4.3,862.15
3119,Tablet,Lenovo,2.1,814.68
3120,Camera,Lenovo,2.8,252.39
3121,Camera,Apple,2.6,129.84
3122,Tablet,Apple,2.7,1998.76
3123,Tablet,HP,3.5,1712.49
3124,Printer,Apple,1.1,339.47
3125,Monitor,Samsung,1.2,949.42
3126,Laptop,HP,3.8,256.77
3127,Printer,Lenovo,4.3,772.77
3128,Smartwatch,Samsung,4.6,1881.99
3129,Smartwatch,Lenovo,2.7,1428.28
3130,Monitor,Lenovo,2.7,831.64
3131,Smartwatch,Apple,1.4,481.51
3132,Printer,Apple,3.0,1887.3
3133,Smartwatch,Lenovo,2.3,1156.34
3134,Smartphone,Lenovo,3.5,914.29
3135,Headphone,Sony,2.2,1762.6
3136,Printer,Lenovo,3.2,145.21
3137,Headphone,Apple,2.1,1569.34
3138,Laptop,HP,2.6,1665.25
3139,Headphone,Apple,3.8,604.67
3140,Smartphone,Sony,1.7,1289.67
3141,Printer,Asus,2.9,193.88
3142,Camera,Apple,1.2,530.06
3143,Camera,Samsung,3.6,726.77
3144,Printer,LG,1.3,743.22
3145,Camera,Asus,1.2,1098.92
3146,Camera,Sony,4.2,780.96
3147,Smartphone,Lenovo,4.3,280.42
3148,Printer,Dell,3.0,1905.71
3149,Monitor,Lenovo,2.1,1826.32
3150,Smartphone,Samsung,2.4,1689.55
3151,Smartwatch,Sony,1.3,1264.92
3152,Headphone,Asus,3.2,1648.64
3153,Smartphone,Asus,2.7,1268.01
3154,Camera,Apple,1.7,1419.13
3155,Smartwatch,HP,2.2,959.93
3156,Camera,Apple,3.1,1315.91
3157,Tablet,Sony,2.8,657.01
3158,Tablet,Apple,1.9,556.83
3159,Monitor,HP,4.5,1841.14
3160,Smartphone,Lenovo,2.9,1432.92
3161,Monitor,Sony,2.8,960.73
3162,Smartphone,Samsung,3.5,929.54
3163,Smartwatch,LG,3.8,1800.35
3164,Laptop,Apple,4.5,1532.38
3165,Headphone,Apple,3.5,494.51
3166,Monitor,Lenovo,5.0,537.3
3167,Tablet,Asus,3.7,1637.04
3168,Laptop,Samsung,4.7,176.02
3169,Smartphone,Sony,4.1,535.95
3170,Laptop,Sony,4.5,477.2
3171,Printer,Lenovo,2.8,346.13
3172,Headphone,Asus,3.2,1935.2
3173,Tablet,Apple,1.6,1027.99
3174,Camera,Apple,1.7,1681.21
3175,Printer,HP,4.4,1256.61
3176,Printer,Samsung,2.0,1678.83
3177,Tablet,LG,4.0,421.06
3178,Headphone,LG,3.6,1286.98
3179,Printer,Dell,2.1,1408.23
3180,Printer,Asus,2.6,1853.02
3181,Monitor,Apple,1.5,274.24
3182,Laptop,Sony,3.5,1828.35
3183,Smartphone,Dell,2.5,1900.61
3184,Printer,Asus,1.4,1314.47
3185,Printer,HP,1.0,1388.46
3186,Headphone,Sony,3.3,745.15
3187,Laptop,Samsung,3.8,535.98
3188,Monitor,Dell,2.7,83.36
3189,Camera,Asus,1.9,1252.3
3190,Smartwatch,Asus,1.7,1074.32
3191,Camera,HP,4.7,1257.96
3192,Headphone,Samsung,3.2,789.5
3193,Monitor,Samsung,4.3,1464.7
3194,Tablet,Lenovo,4.4,846.65
3195,Printer,Lenovo,1.1,1939.05
3196,Printer,Apple,4.7,1368.1
3197,Laptop,Asus,2.9,1866.3
3198,Smartwatch,Apple,4.9,1878.73
3199,Smartphone,Asus,2.1,696.73
3200,Headphone,Dell,4.4,230.12
3201,Smartwatch,Asus,3.2,1040.95
3202,Smartphone,Dell,4.7,140.55
3203,Camera,Apple,3.5,1800.68
3204,Smartphone,Dell,2.8,503.5
3205,Tablet,Asus,4.2,800.2
3206,Headphone,Samsung,1.3,667.14
3207,Monitor,Asus,2.7,1031.13
3208,Headphone,Asus,4.0,880.7
3209,Monitor,Asus,2.2,1987.77
3210,Smartphone,Dell,3.5,1263.35
3211,Tablet,LG,2.3,1967.96
3212,Monitor,Lenovo,4.9,1262.5
3213,Monitor,Lenovo,1.1,1765.47
3214,Tablet,Samsung,3.3,1917.96
3215,Headphone,Samsung,3.1,1708.49
3216,Tablet,Dell,2.2,1602.6
3217,Printer,Asus,2.4,1907.04
3218,Headphone,Apple,2.0,1500.59
3219,Tablet,LG,2.1,436.22
3220,Laptop,Sony,2.7,1498.64
3221,Smartwatch,Dell,3.7,1314.11
3222,Smartwatch,Apple,2.6,929.44
3223,Smartwatch,Dell,2.4,68.58
3224,Laptop,Sony,1.5,1675.54
3225,Monitor,Sony,4.2,586.62
3226,Tablet,Lenovo,1.7,1827.55
3227,Smartphone,LG,2.4,1568.08
3228,Laptop,Sony,1.0,275.53
3229,Laptop,HP,1.5,1662.16
3230,Smartwatch,Lenovo,3.7,1935.4
3231,Laptop,Dell,4.4,912.48
3232,Printer,Samsung,1.1,693.43
3233,Tablet,LG,1.0,1570.15
3234,Camera,Sony,1.1,1650.48
3235,Camera,LG,2.8,1279.62
3236,Smartphone,Asus,2.9,711.31
3237,Camera,Lenovo,1.3,73.04
3238,Headphone,Apple,1.2,716.84
3239,Headphone,Sony,2.1,1822.67
3240,Camera,Asus,1.2,1785.9
3241,Laptop,Samsung,4.3,442.04
3242,Monitor,Apple,1.4,306.13
3243,Smartwatch,Samsung,2.6,1562.92
3244,Smartwatch,Sony,3.0,103.16
3245,Smartphone,Apple,2.0,335.68
3246,Headphone,Sony,4.9,1688.88
3247,Tablet,Asus,4.6,640.57
3248,Tablet,Dell,1.9,661.63
3249,Camera,Lenovo,4.6,848.84
3250,Monitor,HP,1.8,1460.68
3251,Printer,Lenovo,4.2,737.29
3252,Tablet,Sony,3.1,642.93
3253,Smartwatch,Lenovo,2.7,1728.24
3254,Camera,Sony,2.4,1018.25
3255,Laptop,Sony,3.3,1154.41
3256,Printer,Asus,1.2,167.73
3257,Headphone,Sony,4.6,261.88
3258,Smartphone,LG,1.6,1946.58
3259,Monitor,LG,3.3,191.13
3260,Printer,Asus,2.4,1817.38
3261,Laptop,HP,4.6,380.38
3262,Headphone,HP,1.1,178.56
3263,Camera,Apple,3.1,1391.54
3264,Printer,Samsung,2.7,1653.47
3265,Laptop,Apple,2.7,602.07
3266,Smartphone,HP,2.0,1204.67
3267,Tablet,Asus,2.0,426.35
3268,Tablet,Asus,1.3,1538.54
3269,Headphone,Sony,4.8,1455.69
3270,Headphone,Apple,1.5,1775.36
3271,Tablet,Asus,1.1,1380.82
3272,Laptop,HP,1.4,1146.15
3273,Camera,HP,4.9,671.02
3274,Smartwatch,HP,4.9,1298.75
3275,Laptop,HP,3.4,1795.96
3276,Tablet,HP,4.2,1140.6
3277,Tablet,HP,3.4,1302.25
3278,Camera,HP,3.4,311.08
3279,Printer,Asus,1.8,1142.22
3280,Camera,Dell,3.8,811.96
3281,Monitor,Asus,1.8,1842.4
3282,Headphone,Lenovo,3.3,118.13
3283,Camera,Apple,4.4,1877.48
3284,Monitor,HP,1.6,809.32
3285,Tablet,LG,3.1,515.35
3286,Smartwatch,Apple,2.6,1506.77
3287,Camera,LG,3.7,985.54
3288,Tablet,Apple,1.8,498.37
3289,Camera,Apple,1.6,1274.17
3290,Smartphone,LG,2.2,774.4
3291,Smartphone,LG,4.9,1154.46
3292,Laptop,Lenovo,1.3,503.87
3293,Headphone,Sony,3.3,1744.76
3294,Laptop,Sony,2.9,101.77
3295,Monitor,LG,3.7,362.69
3296,Monitor,Apple,2.6,111.58
3297,Camera,Samsung,4.8,829.66
3298,Smartphone,HP,4.8,493.23
3299,Smartphone,Sony,3.3,1211.12
3300,Monitor,Lenovo,1.8,1293.74
3301,Monitor,Sony,2.9,131.7
3302,Smartwatch,Lenovo,4.0,849.69
3303,Printer,LG,4.3,1697.55
3304,Printer,LG,3.8,1743.03
3305,Tablet,Lenovo,1.6,1880.36
3306,Smartwatch,Samsung,3.5,624.74
3307,Tablet,Sony,3.2,1345.89
3308,Smartwatch,Sony,3.4,273.87
3309,Monitor,Sony,1.5,1739.13
3310,Smartwatch,HP,1.7,1323.84
3311,Tablet,HP,3.8,171.29
3312,Tablet,Samsung,1.6,802.46
3313,Tablet,Asus,4.5,776.69
3314,Monitor,LG,3.2,117.18
3315,Laptop,Lenovo,4.2,104.09
3316,Headphone,Samsung,2.6,1360.5
3317,Headphone,Dell,4.5,862.44
3318,Laptop,Sony,4.3,764.08
3319,Headphone,HP,4.4,599.58
3320,Smartphone,HP,1.2,1979.47
3321,Smartwatch,Lenovo,4.1,1207.72
3322,Monitor,Sony,1.1,983.21
3323,Printer,LG,4.9,312.8
3324,Laptop,Apple,4.3,807.6
3325,Laptop,Dell,3.4,489.72
3326,Printer,HP,3.7,1484.66
3327,Monitor,Samsung,2.5,1157.31
3328,Headphone,Apple,2.5,1414.74
3329,Headphone,Lenovo,1.9,1090.37
3330,Smartwatch,Sony,2.2,1924.18
3331,Tablet,HP,3.2,1998.09
3332,Smartwatch,Apple,3.4,1582.9
3333,Monitor,LG,3.3,1957.15
3334,Headphone,Dell,4.7,595.28
3335,Laptop,Apple,4.7,357.22
3336,Headphone,LG,3.8,1652.76
3337,Monitor,Samsung,2.5,1851.26
3338,Printer,LG,2.1,1329.51
3339,Headphone,Apple,3.2,349.91
3340,Smartwatch,Lenovo,1.1,1172.77
3341,Headphone,HP,4.7,1118.0
3342,Camera,Asus,1.1,1727.29
3343,Printer,HP,2.3,733.99
3344,Camera,Asus,3.5,1156.56
3345,Monitor,Asus,1.4,1905.29
3346,Printer,Samsung,1.3,1424.01
3347,Laptop,Dell,1.7,132.43
3348,Smartwatch,Sony,2.4,789.09
3349,Printer,LG,3.0,399.65
3350,Tablet,Lenovo,3.5,1189.7
3351,Camera,Lenovo,3.0,1781.87
3352,Smartphone,LG,3.4,1187.59
3353,Tablet,Samsung,3.8,599.87
3354,Monitor,HP,4.2,1825.59
3355,Smartphone,Apple,3.4,164.44
3356,Tablet,Asus,4.7,1688.0
3357,Printer,HP,3.2,537.53
3358,Tablet,LG,3.1,1721.93
3359,Monitor,HP,1.6,1742.85
3360,Camera,HP,1.5,1327.68
3361,Printer,Samsung,2.3,508.37
3362,Laptop,HP,4.0,706.67
3363,Smartphone,LG,3.3,1055.72
3364,Headphone,LG,3.7,846.14
3365,Monitor,Lenovo,3.9,1863.23
3366,Headphone,Lenovo,1.6,807.55
3367,Headphone,Apple,1.1,665.35
3368,Smartphone,Sony,4.7,1908.33
3369,Laptop,Sony,1.4,565.03
3370,Camera,LG,3.7,1331.81
3371,Camera,HP,1.0,514.67
3372,Headphone,LG,2.9,1716.32
3373,Laptop,Lenovo,4.8,1555.76
3374,Laptop,Apple,1.7,564.74
3375,Smartwatch,Apple,1.0,541.54
3376,Printer,Asus,2.3,723.62
3377,Camera,Lenovo,3.0,1975.98
3378,Smartphone,Dell,2.2,108.9
3379,Smartphone,HP,2.6,405.51
3380,Tablet,HP,3.2,1855.26
3381,Laptop,HP,1.7,563.1
3382,Headphone,Lenovo,1.2,776.84
3383,Camera,Dell,2.2,965.81
3384,Camera,Lenovo,4.0,1496.87
3385,Smartphone,LG,4.3,781.15
3386,Smartphone,HP,2.9,1609.56
3387,Smartphone,LG,4.3,1362.05
3388,Laptop,Sony,1.5,800.68
3389,Printer,Dell,2.5,65.01
3390,Monitor,LG,4.7,50.68
3391,Printer,Sony,4.4,1622.48
3392,Tablet,Dell,1.2,321.61
3393,Smartwatch,Samsung,1.2,1376.88
3394,Printer,Lenovo,3.8,1247.12
3395,Tablet,Dell,2.8,1972.04
3396,Tablet,Sony,2.7,1292.19
3397,Printer,Samsung,3.2,675.36
3398,Monitor,Sony,3.6,1000.84
3399,Smartwatch,Lenovo,1.5,1350.43
3400,Camera,Dell,3.9,501.36
3401,Laptop,HP,4.0,1297.17
3402,Smartwatch,LG,1.9,1476.28
3403,Laptop,Dell,3.4,1522.67
3404,Monitor,Sony,2.8,123.82
3405,Smartphone,Asus,1.3,1097.62
3406,Tablet,HP,3.3,1390.17
3407,Printer,Sony,3.1,1361.75
3408,Printer,Apple,4.5,594.71
